portfolio_id	target_return	realized_return	risk	alloc_AAPL	alloc_AMZN	alloc_GOOGL	alloc_META	alloc_MSFT	alloc_NVDA
46	0.04287613273156958	0.04287613274544888	0.06711068269359152	0.21840100904063697	0.02654101698498564	0.23024663049300853	0.11618244255277177	1.0625181290357943e-17	0.40862890092859716
47	0.0433531703630376	0.04335317036476846	0.06793169214673848	0.21228768338393295	0.023674352373101237	0.22919759270379436	0.1166452698891069	0.0	0.41819510165006457
48	0.04383020799450563	0.04383020799173465	0.06876072012180832	0.20625034241013748	0.020668025340392273	0.22820146349267498	0.11707785060237613	0.0	0.427802318154419
49	0.04430724562597365	0.04430724562811005	0.06959751778211859	0.20026736414426344	0.017564870925152173	0.22724359877527203	0.11748284536483819	1.734723475976807e-17	0.43744132079047415
50	0.04478428325744167	0.04478428324501282	0.07044183228111696	0.1943247597421403	0.014392210370030474	0.22631435040385078	0.11786295421937981	0.0	0.44710572526459863
51	0.045261320888909704	0.04526132089982407	0.07129341358707511	0.18841302165748183	0.011168533933727775	0.22540693062358705	0.11822056524024009	3.903127820947815e-18	0.4567909485449631
52	0.04573835852037772	0.04573835851525211	0.07215201711005637	0.18252561979379692	0.007906730672187123	0.2245163657964496	0.11855757958956085	1.9081958235744878e-17	0.46649370414800556
53	0.04621539615184575	0.046215396146678585	0.0730174054981165	0.1766578275198642	0.0046162664528068	0.22363877281741262	0.11887566106753444	1.6805133673525319e-18	0.476211472142382
54	0.04669243378331377	0.04669243376946963	0.07388934787644563	0.17080644094856573	0.0013036619471679355	0.2227712908243799	0.11917618618556954	1.5178830414797062e-17	0.4859424200943169
55	0.0471694714147818	0.04716947141738172	0.07476809119817805	0.16376015451354567	1.3877787807814457e-17	0.22063175136433455	0.12107683282289244	0.0	0.4945312612992274
56	0.04764650904624983	0.04764650905901384	0.07565476013094055	0.15596056934352706	0.0	0.21760301202677376	0.12408456806745853	3.2959746043559335e-17	0.5023518505622406
57	0.04812354667771784	0.048123546673009	0.0765492248331428	0.14818948509403285	0.0	0.21449426432541052	0.12717694932922455	1.6263032587282563e-18	0.510139301251332
58	0.048600584309185874	0.04860058429571779	0.07745205301172085	0.14066049984368967	0.0	0.21126547260747386	0.12995796857171407	7.134050294954619e-17	0.5181160589771224
59	0.04907762194065389	0.049077621928713816	0.07836143069970615	0.13293540218781266	0.0	0.2080283833028328	0.13318553828746255	4.5102810375396984e-17	0.5258506762218921
60	0.04955465957212192	0.049554659598509	0.07927794740191463	0.12518711917874026	1.3877787807814457e-17	0.2046708735393706	0.1366858268863989	0.0	0.5334561803954903
61	0.050031697203589943	0.05003169720121191	0.08020149924442771	0.11732304665006694	0.0	0.20121349686684825	0.14062463943211131	0.0	0.5408388170509735
62	0.05050873483505797	0.05050873483065675	0.08113233247750366	0.10949784143670002	0.0	0.19771999426857007	0.1445444970560627	0.0	0.5482376672386672
63	0.050985772466526	0.05098577247733371	0.0820701431754399	0.10186639019432678	5.204170427930421e-17	0.1941998588909675	0.14808730770924852	0.0	0.5558464432054573
64	0.05146281009799401	0.051462810117252074	0.08301633674091603	0.09472870242496596	1.3877787807814457e-17	0.189833867453764	0.15210177617841422	0.0	0.5633356539428558
65	0.051939847729462044	0.05193984771696091	0.08397148410920685	0.08812828785454191	3.469446951953614e-18	0.184573794448612	0.1565810201434377	1.6046192152785466e-17	0.5707168975534084
66	0.05241688536093006	0.05241688536394268	0.08493418068937861	0.08169283761130683	1.0408340855860841e-17	0.1790821044181026	0.16112397023279654	0.0	0.578101087737794
67	0.05289392299239809	0.052893922990723485	0.08590434608429186	0.07542162193534904	4.163336342344337e-17	0.17336211491989667	0.16572612535181935	0.0	0.585490137792935
68	0.05337096062386612	0.05337096062183258	0.08688190605987382	0.06931463686081737	2.2551405187698492e-17	0.16741623108780967	0.17038306457254998	0.0	0.592886067478823
69	0.05384799825533414	0.0538479982602434	0.08786679178773436	0.0633727034346835	1.734723475976807e-17	0.16124602220798676	0.17509009263394812	0.0	0.6002911817233816
70	0.05432503588680217	0.054325035900707586	0.08873091156207742	0.05026998899461549	1.8431436932253572e-17	0.19445727809105692	0.1230303389586947	0.0	0.6322423939556329
71	0.054802073518270183	0.05480207352138569	0.08970057375647995	0.04297006625558446	0.0	0.19327045369914375	0.12154769775590452	0.0	0.6422117822893673
72	0.055279111149738214	0.05527911114521302	0.0906757266399459	0.03650782236992269	0.0	0.19110251619580165	0.1200294592498993	0.0	0.6523602021843764
73	0.05575614878120623	0.05575614878434684	0.0916547830093153	0.030120203384187687	0.0	0.18886694990949762	0.11847163853600988	1.235990476633475e-17	0.6625412081703048
74	0.05623318641267426	0.056233186411019834	0.092637694852639	0.023834288314618982	1.5395670849294163e-17	0.1865176383411143	0.1168996025890007	0.0	0.6727484707552661
75	0.05671022404414229	0.056710224039916504	0.09362366307769084	0.01733742648764014	6.071532165918825e-18	0.18443368237129426	0.1153028550870483	0.0	0.6829260360540174
76	0.05718726167561031	0.057187261682490276	0.09461023402186265	0.00962625801942198	1.951563910473908e-17	0.18376526809070476	0.11377002473177811	3.0357660829594124e-18	0.6928384491580951
77	0.05766429930707834	0.05766429931319589	0.09560280298998189	0.0031102241064069735	7.806255641895632e-18	0.1817656532948826	0.11206013905121992	0.0	0.7030639835474906
78	0.058141336938546354	0.05814133693662499	0.09661051688169253	0.0	0.0	0.1662654682623983	0.12771946031743225	4.119968255444917e-18	0.7060150714201695
79	0.058618374570014384	0.058618374560121325	0.09762493385500261	4.824699667560495e-18	0.0	0.1630995326668003	0.11382769009953685	2.168404344971009e-19	0.7230727772336629
80	0.0590954122014824	0.05909541220623002	0.09865128563511777	6.505213034913027e-19	0.0	0.15423363914451912	0.11043139919089656	1.734723475976807e-18	0.7353349616645845
81	0.05957244983295043	0.05957244981795319	0.09968481445975547	2.6020852139652103e-18	8.673617379884034e-19	0.14504884354895436	0.10762231235563599	0.0	0.7473288440954097
82	0.06004948746441846	0.060049487470292595	0.10072528847837002	2.168404344971009e-19	0.0	0.13586399966869173	0.10481331274911876	2.6020852139652106e-18	0.7593226875821895
83	0.06052652509588648	0.06052652513137454	0.10177249461226136	0.0	2.6020852139652106e-17	0.12667916102670612	0.10200430313580011	0.0	0.7713165358374938
84	0.06100356272735451	0.061003562718644946	0.10282856692403586	5.421010862427522e-20	0.0	0.11281232493389128	0.10781637981350747	1.734723475976807e-18	0.7793712952526013
85	0.061480600358822524	0.06148060036487044	0.10388628732615089	0.0	0.0	0.10830955017551669	0.09638616525039706	0.0	0.7953042845740862
86	0.061957637990290554	0.061957637980878576	0.10495248366696187	0.0	0.0	0.09912472663042099	0.09357712970218715	0.0	0.8072981436673918
87	0.062434675621758584	0.06243467561323203	0.10602463100641746	0.0	0.0	0.08993991929734063	0.09076806362663918	3.469446951953614e-18	0.8192920170760203
88	0.0629117132532266	0.0629117132646037	0.10710255063546056	0.0	3.469446951953614e-18	0.08075506328567086	0.08795908639800386	0.0	0.8312858503163253
89	0.06338875088469463	0.06338875085331429	0.10818606983233284	1.734723475976807e-18	0.0	0.07157028236445041	0.08514997349386007	0.0	0.8432797441416895
90	0.06386578851616265	0.06386578856770998	0.10927502245382151	2.981555974335137e-19	0.0	0.0623854556656621	0.08234093968516985	2.6020852139652106e-18	0.855273604649168
91	0.06434282614763068	0.06434282612444951	0.11036924703541187	1.2197274440461925e-18	1.0842021724855044e-18	0.05320062485624949	0.0795319199631683	1.7618285302889447e-19	0.8672674551805822
92	0.0648198637790987	0.06481986376351172	0.11165919412367234	5.5511151231257815e-17	5.5511151231257815e-17	5.5511151231257815e-17	0.1577703190799145	2.7755575615628907e-17	0.8422296809200852
93	0.06529690141056672	0.0652969013898552	0.1126911233032684	0.0	5.5511151231257815e-17	1.6653345369377346e-16	0.1380490294873275	5.5511151231257815e-17	0.8619509705126721
94	0.06577393904203475	0.06577393901619868	0.11374551450687184	0.0	3.330669073875469e-16	0.0	0.11832773989474027	1.1102230246251563e-16	0.8816722601052592
95	0.06625097667350277	0.06625097664254215	0.11482174893977869	1.3877787807814444e-16	3.608224830031756e-16	0.0	0.09860645030215431	0.0	0.9013935496978451
96	0.0667280143049708	0.06672801426888564	0.11591921820311851	1.9428902930940232e-16	0.0	0.0	0.07888516070956735	5.55111512312578e-17	0.9211148392904324
97	0.06720505193643882	0.0672050518952291	0.11703732493581212	2.7755575615628895e-17	0.0	2.7755575615628895e-17	0.059163871116981445	8.326672684688669e-17	0.9408361288830184
98	0.06768208956790685	0.06768208952157259	0.11817548336061755	1.3877787807814452e-16	0.0	1.665334536937734e-16	0.039442581524393734	0.0	0.9605574184756059
99	0.06815912719937486	0.06815912714791608	0.11933311974039877	0.0	2.4980018054066017e-16	8.326672684688673e-17	0.01972129193180713	0.0	0.9802787080681926
100	0.0686361648308429	0.06863616477425954	0.12050967275083418	2.7755575615628894e-16	0.0	1.1102230246251558e-16	2.339220345204394e-09	0.0	0.9999999976607793
